,PupilMatchingRefAnonymous_AUT20,NCYearActual_AUT20,URN_AUT20,hh_id
6627754,17843,3,95040,hh_2607032
6627757,17846,2,95042,hh_3007788
6627758,17847,2,95042,hh_3007580
6627760,17849,3,131819,hh_3002038
6627764,17853,2,95060,hh_2981630
6627767,17855,2,95035,hh_2623902
6627770,17857,2,95037,hh_3005426
6627772,17858,2,95037,hh_3006857
6627774,17859,6,95038,hh_3008428
6627776,17861,3,95021,hh_3008893
6627777,17862,2,95021,hh_2996193
6627781,17866,2,95022,hh_2982433
6627782,17867,2,95022,hh_2982373
6627783,17868,2,95023,hh_2605072
6627786,17871,3,95020,hh_4656911
6627788,17873,5,127257,hh_3010108
6627790,17874,1,95052,hh_4656502
6627795,17879,2,95020,hh_4656113
6627797,17881,2,95020,hh_4656020
6627800,17882,2,95031,hh_3001489
6627801,17883,3,95031,hh_3001903
6627802,17884,8,95062,hh_3000145
6627803,17885,3,95032,hh_2981550
6627805,17887,2,95033,hh_3007307
6627806,17888,2,95033,hh_3007033
6627807,17889,2,95033,hh_2981429
6627809,17890,2,95031,hh_3002177
6627812,17892,2,95025,hh_2980035
6627813,17893,3,95025,hh_2632125
6627814,17894,2,95026,hh_3000508
6627816,17896,3,95030,hh_2980514
6628428,17898,7,132193,hh_3008426
6629374,17900,3,95035,hh_2982318
6632462,17904,8,95064,hh_2996051
6638109,17906,3,95037,hh_3005334
6638110,17907,4,95045,hh_2979100
6638113,17909,4,95108,hh_3014382
6638115,17911,3,95059,hh_3009033
6638116,17912,4,95059,hh_3014499
6638970,17914,4,95046,hh_4996008
6638971,17915,4,135698,hh_2979204
6639711,17916,4,95060,hh_3001850
6644626,17917,4,95042,hh_3007572
6649356,17920,3,95035,hh_2627010
6649357,17921,3,127257,hh_3008287
6649362,17926,4,95037,hh_3007415
6650165,17928,3,95055,hh_4656183
6650170,17929,R,95022,hh_2625504
6650180,17930,1,95022,hh_2981828
6650181,17931,1,95035,hh_2624221
6651739,17936,2,95057,hh_2982138
6652311,17937,3,95054,hh_3001851
6657458,17942,3,127257,hh_2996869
6657461,17943,4,95042,hh_2998174
6658169,17944,8,132193,hh_3014767
6663768,17945,13,95066,hh_3006053
6666568,17948,2,95033,hh_3000865
6666630,17949,2,95031,hh_4578917
6667331,17950,4,95060,hh_2979205
6667986,17955,3,95044,hh_3008585
6667987,17956,4,95058,hh_3001233
6667988,17957,4,95044,hh_3014204
6667989,17958,4,95037,hh_3006708
6671034,17959,3,95055,hh_3007253
6681386,17964,12,95064,hh_2999014
6682242,17965,4,95027,hh_2982115
6684691,17970,9,95065,hh_2623775
6684693,17972,3,95024,hh_2982135
6686177,17973,1,135698,hh_2605483
6695869,17974,3,95022,hh_2981910
6701815,17975,5,131819,hh_3007662
6704060,17976,4,95108,hh_2996144
6711989,17977,4,95048,hh_4656498
6713765,17979,13,132193,hh_5014545
6715776,17980,12,136176,hh_4226867
6719529,17982,3,135698,hh_2560583
6726379,17988,7,95071,hh_2980178
6727038,17990,3,95020,hh_4656010
6727039,17991,2,135698,hh_3001536
6730906,17994,2,95021,hh_2996166
6730976,17995,10,95064,hh_2998788
6731797,17998,5,95031,hh_2605484
6735101,18001,2,95022,hh_2627171
6736233,18002,4,95023,hh_2604341
6736240,18004,4,95023,hh_2604945
6736283,18005,4,95047,hh_2995309
6742622,18008,4,95033,hh_3001565
6745750,18009,5,95034,hh_2979071
6745989,18011,4,135698,hh_2566295
6751277,18012,5,131819,hh_3007554
6752936,18014,3,95033,hh_3006463
6753798,18015,12,132193,hh_3014544
6754497,18016,4,125354,hh_1434558
6754553,18017,12,95066,hh_2618088
6754554,18018,12,95066,hh_3005857
6757921,18021,3,125354,hh_1434567
6760083,18023,12,132193,hh_3919803
6761826,18025,3,95053,hh_1434865
6761921,18026,3,95040,hh_3001461
6762644,18027,3,135698,hh_2566323
6762664,18028,4,95053,hh_1436420
6762707,18029,3,95023,hh_3005221
6763329,18031,4,95047,hh_2981280
6763986,18033,5,95103,hh_1360714
6764199,18038,3,95030,hh_3001529
6764201,18040,3,95045,hh_3006611
6765177,18041,1,95020,hh_4656394
6765178,18042,1,95052,hh_1434608
6765179,18043,2,95025,hh_2981902
6765180,18044,1,95034,hh_2978893
6765387,18049,3,95039,hh_2567285
6765388,18050,3,95048,hh_4656916
6765392,18054,3,95042,hh_4996271
6765412,18058,3,95037,hh_3000560
6765414,18059,3,95039,hh_3005808
6765418,18062,3,95057,hh_2988451
6765420,18063,4,95031,hh_3001616
6765422,18064,4,95046,hh_3005740
6765424,18065,4,95045,hh_2981711
6765425,18066,3,95045,hh_3006883
6765429,18068,2,95037,hh_3007347
6765435,18074,3,95039,hh_3005958
6765436,18075,4,95027,hh_3005661
6768542,18078,7,95064,hh_2995822
6770499,18079,4,125354,hh_1434567
6770500,18080,4,125354,hh_4656572
6770501,18081,4,125354,hh_4656356
6770549,18082,12,95066,hh_2982201
6770557,18083,12,95064,hh_3008855
6771346,18084,5,95024,hh_3001929
6771353,18085,4,95037,hh_3001548
6771359,18086,4,95055,hh_2979328
6771360,18087,4,95027,hh_2981738
6771368,18088,5,95049,hh_2980067
6771369,18089,5,95030,hh_2980450
6772141,18091,3,95048,hh_4656738
6772154,18100,3,135698,hh_3006227
6772156,18102,2,95056,hh_3001555
6772157,18103,3,95058,hh_3001234
6772159,18105,4,95041,hh_2980721
6772179,18109,3,95034,hh_2979257
6772184,18114,2,95021,hh_2996152
6772189,18118,4,95022,hh_2593834
6772190,18119,3,95024,hh_3008049
6773322,18120,2,95034,hh_2981140
6775347,18121,3,95048,hh_4656304
6775373,18122,3,95025,hh_2979610
6776677,18125,4,95047,hh_4996033
6776827,18129,4,95051,hh_3007416
6776829,18130,4,95051,hh_3001578
6776847,18133,4,95048,hh_2982170
6776848,18134,4,95048,hh_1434565
6776849,18135,4,95048,hh_1434614
6776850,18136,4,95060,hh_2979755
6779888,18137,4,95021,hh_3007819
6779894,18142,4,127257,hh_3009809
6781072,18148,5,127257,hh_3007989
6781772,18149,3,95031,hh_3000215
6781774,18151,3,95041,hh_2980735
6781776,18153,2,95055,hh_2979780
6781777,18154,3,95055,hh_2979949
6781778,18155,3,95030,hh_2980065
6781779,18156,3,95056,hh_3006458
6781781,18157,3,95051,hh_3006321
6786468,18160,3,127257,hh_3008291
6786481,18164,3,95021,hh_2987894
6786482,18165,3,95021,hh_3000866
6786484,18166,2,127257,hh_3009731
6798709,18169,3,95020,hh_2597983
6798813,18170,3,95035,hh_3005762
6801623,18171,2,125354,hh_1434573
6801758,18175,3,95031,hh_3001868
6803733,18178,3,95035,hh_3008241
6803734,18179,2,95047,hh_3000363
6803737,18182,2,95024,hh_3005645
6808542,18185,4,135698,hh_2981856
6809069,18187,2,95037,hh_3005275
6813683,18193,14,132193,hh_2990252
6814324,18194,13,132193,hh_3011206
6814386,18195,3,95051,hh_3006444
6814395,18197,4,95060,hh_2979670
6816307,18198,3,95056,hh_2981578
6817120,18199,4,125354,hh_5042918
6820691,18200,4,95048,hh_2566243
6821822,18201,3,95035,hh_3006106
6821824,18202,3,95054,hh_3014166
6821827,18203,4,127257,hh_3007223
6821828,18204,3,95108,hh_2996365
6822290,18206,3,95056,hh_2978859
6830632,18210,6,127257,hh_3002078
6831223,18211,3,95023,hh_2621451
6831265,18212,3,95108,hh_2626766
6831615,18214,3,95051,hh_3007010
6832695,18215,1,95031,hh_2605484
6833503,18216,3,95035,hh_2624254
6834865,18218,4,95033,hh_2981368
6834866,18219,3,95027,hh_2982055
6834875,18220,3,95035,hh_3005602
6834878,18222,3,95035,hh_2981971
6834880,18223,3,95046,hh_3005960
6834881,18224,3,95057,hh_3005718
6835443,18225,3,95040,hh_3000230
6835446,18227,3,95032,hh_3000347
6835448,18229,3,95037,hh_3006627
6836965,18233,3,95054,hh_3007941
6837104,18234,2,95045,hh_4996233
6839593,18235,3,95022,hh_2566206
6848269,18236,4,95042,hh_3007740
6848768,18241,4,127257,hh_3008264
6850797,18243,4,95024,hh_3007345
6850800,18246,4,95040,hh_3000758
6850810,18248,3,95030,hh_2980495
6850819,18250,4,95059,hh_3011016
6850820,18251,3,95041,hh_2980699
6850824,18254,4,95023,hh_3005387
6851237,18257,2,95031,hh_2994610
6852658,18260,13,95064,hh_3015806
6852919,18261,3,95055,hh_2979417
6852922,18264,3,95056,hh_2979157
6852924,18266,4,95055,hh_2979304
6852950,18271,2,95054,hh_3014253
6852951,18272,4,95055,hh_2979714
6852952,18273,3,95032,hh_2980756
6852957,18278,4,95059,hh_3002008
6855100,18280,8,132193,hh_3014597
6855101,18281,9,95068,hh_3005215
6855102,18282,3,95026,hh_3006959
6855103,18283,10,95061,hh_2627097
6855105,18285,4,95030,hh_2980533
6855106,18286,9,95062,hh_3007693
6855140,18287,3,95020,hh_4656499
6855141,18288,3,95033,hh_3006546
6855142,18289,3,95053,hh_1434578
6856732,18293,5,95026,hh_3007278
6857510,18294,4,127257,hh_3014504
6857512,18295,4,127257,hh_3008755
6857513,18296,4,127257,hh_3011169
6857514,18297,4,127257,hh_3007939
6859039,18300,4,95051,hh_3006933
6859043,18301,2,95051,hh_2981295
6860015,18302,4,135698,hh_2566487
6861749,18303,10,95071,hh_3019484
6863114,18304,4,95021,hh_3001805
6865569,18305,2,95051,hh_3006144
6865570,18306,3,95051,hh_3000366
6865572,18308,3,95051,hh_2981473
6865573,18309,4,95031,hh_3006385
6866294,18310,3,95048,hh_4656668
6867762,18311,7,95064,hh_3008738
6869810,18313,3,95056,hh_2979663
6870566,18319,4,95059,hh_3010115
6873837,18322,3,95020,hh_4655920
6874869,18323,4,127257,hh_3008808
6875115,18324,2,95042,hh_3008266
6875942,18325,4,95021,hh_3007957
6877918,18328,1,95052,hh_4656428
6878189,18329,10,95063,hh_2560696
6879245,18331,3,95052,hh_4656386
6879247,18333,4,95024,hh_3000855
6879248,18334,5,95034,hh_3007634
6883645,18335,13,95066,hh_2982130
6883965,18336,2,127257,hh_3008215
6884676,18337,3,95047,hh_3006512
6884683,18339,4,95042,hh_3007460
6887775,18341,1,95051,hh_3006796
6888286,18344,3,95030,hh_2980558
6888289,18347,3,95046,hh_3006236
6889578,18348,3,127257,hh_3010109
6890896,18349,2,95024,hh_3007086
6892417,18351,10,95061,hh_2604867
6894659,18352,2,135698,hh_2982310
6898152,18353,3,95035,hh_3006026
6898155,18354,4,127257,hh_3014167
6898157,18355,4,95037,hh_3005297
6898158,18356,4,95038,hh_3001659
6898464,18357,4,135698,hh_3006514
6898465,18358,3,95045,hh_3006408
6898466,18359,3,95035,hh_3007365
6899075,18361,7,95066,hh_3005591
6899086,18363,11,95068,hh_3005267
6899088,18365,5,95031,hh_3001384
6899116,18367,3,95030,hh_2980552
6901694,18369,3,95021,hh_2995829
6901697,18370,4,95043,hh_3002116
6903592,18371,8,95071,hh_3000470
6904648,18374,3,95045,hh_4995598
6906509,18375,13,95066,hh_3005371
6907157,18376,3,135698,hh_2560800
6910402,18383,4,95048,hh_1434603
6918718,18385,2,95031,hh_3007106
6925918,18386,2,95059,hh_3010309
6930861,18388,9,95066,hh_2567692
6931462,18390,4,95047,hh_2983842
6933524,18394,4,95030,hh_2980345
6933533,18396,4,95048,hh_1434846
6933534,18397,4,95048,hh_1434539
6933989,18398,3,95059,hh_3007998
6933997,18402,3,95037,hh_3000650
6933999,18404,3,95037,hh_3007243
6934002,18407,3,95038,hh_4996061
6934003,18408,3,127257,hh_3010951
6934011,18410,3,95054,hh_3008657
6934020,18413,3,127257,hh_2980565
6934021,18414,3,95037,hh_3006732
6934024,18417,3,95045,hh_3007317
6934030,18421,3,95046,hh_2623783
6934033,18422,3,95033,hh_3007112
6934035,18423,3,125354,hh_4656554
6934037,18424,4,95045,hh_2981727
6934040,18425,4,95053,hh_4655863
6934043,18426,4,95040,hh_3000222
6940458,18427,8,95068,hh_3005179
6944748,18432,3,95034,hh_2979812
6944749,18433,4,135698,hh_4656278
6944750,18434,3,95052,hh_4656322
6944753,18436,3,95037,hh_3005280
6944755,18438,3,95025,hh_2979301
6944757,18440,3,95030,hh_2980470
6944759,18442,4,95049,hh_2981198
6944760,18443,2,95060,hh_2979472
6944781,18447,4,95044,hh_3001453
6944783,18448,3,131819,hh_2996239
6944784,18449,4,95044,hh_3007815
6944787,18451,4,95042,hh_3007493
6944788,18452,4,95058,hh_3001335
6947629,18455,4,127257,hh_2996410
6947633,18456,2,95033,hh_1365781
6950027,18457,2,95023,hh_2604927
6952479,18462,8,95063,hh_2980320
6954220,18463,4,95020,hh_2605466
6956996,18467,3,95049,hh_4655948
6957682,18468,3,95034,hh_2979146
6964038,18470,5,127257,hh_3008946
6964166,18473,4,95044,hh_3001910
6967985,18475,3,131819,hh_2983797
6968521,18476,3,95039,hh_2978936
6969310,18480,3,95051,hh_3006625
6969311,18481,4,95033,hh_3006590
6969317,18484,4,127257,hh_3008444
6969325,18486,3,95059,hh_3008282
6969334,18487,3,95045,hh_2981080
6969335,18488,4,95027,hh_2979191
6969336,18489,3,95032,hh_2981028
6969340,18492,3,95039,hh_3005917
6969343,18494,2,95041,hh_2979977
6969350,18499,4,95046,hh_3005542
6969351,18500,4,95023,hh_3005015
6969354,18502,3,95033,hh_2979481
6971399,18504,3,134849,hh_3001600
6971495,18505,3,95055,hh_2981666
6971498,18507,3,95023,hh_2623817
6971501,18509,3,95037,hh_3007168
6971503,18510,4,95056,hh_4656053
6971505,18512,4,95060,hh_2981203
6971506,18513,3,95030,hh_2980628
6971507,18514,4,95030,hh_2980122
6971508,18515,4,135698,hh_2981226
6971510,18517,3,95041,hh_3009511
6971512,18518,4,135698,hh_2979268
6971514,18520,3,95041,hh_2979927
6971515,18521,2,95055,hh_2979466
6971535,18522,3,95025,hh_2979704
6971537,18524,3,95034,hh_2981125
6971538,18525,4,95059,hh_3014095
6971539,18526,4,134849,hh_3001089
6971541,18527,4,127257,hh_3008778
6971543,18528,3,127257,hh_3008794
6976963,18531,3,95040,hh_2995813
6977167,18532,3,95031,hh_3001658
6988051,18533,5,95058,hh_3001448
6989194,18534,3,95059,hh_3009027
6990676,18536,4,95048,hh_3017308
6992621,18537,2,95039,hh_2604816
6992991,18538,4,95044,hh_3007733
6993001,18540,3,127257,hh_3008620
6993002,18541,3,127257,hh_3007799
6993003,18542,3,127257,hh_3014238
6994567,18543,2,95039,hh_2624713
6999407,18544,11,95064,hh_2998716
7000110,18545,2,95041,hh_2979995
7000127,18546,3,95035,hh_3006082
7000130,18548,2,95052,hh_5042898
7000132,18549,3,95024,hh_3014818
7000134,18550,8,95071,hh_4996015
7004507,18553,3,95019,hh_4656882
7004510,18555,2,95053,hh_1434927
7004512,18557,4,95021,hh_2996265
7004513,18558,3,125354,hh_1434883
7006498,18563,2,95030,hh_2980159
7006514,18564,1,95046,hh_3005709
7006516,18566,4,95032,hh_2981776
7006518,18568,2,95040,hh_3001957
7007822,18570,3,135698,hh_2625993
7010651,18571,4,95031,hh_4578917
7013722,18575,3,95060,hh_2982260
7013723,18576,3,134849,hh_1417272
7013724,18577,2,95032,hh_3001227
7014573,18578,2,95024,hh_3001563
7016727,18579,2,95057,hh_3005619
7016792,18580,3,95037,hh_3006675
7016794,18582,3,95037,hh_3005107
7016796,18584,3,95037,hh_3006912
7016801,18588,3,95037,hh_3005248
7016802,18589,4,95030,hh_2980494
7016803,18590,3,95030,hh_2980373
7016804,18591,3,95021,hh_3014126
7016821,18598,3,95038,hh_2993681
7016822,18599,3,95038,hh_3001933
7016823,18600,10,95065,hh_3006269
7016870,18601,3,95032,hh_2979684
7016871,18602,3,95055,hh_2979896
7016909,18603,4,95058,hh_3001451
7018863,18607,3,95056,hh_2979299
7019055,18608,2,95024,hh_3007190
7021654,18613,4,95039,hh_3005088
7022885,18614,3,95035,hh_3005562
7023590,18615,3,95053,hh_4656437
7023714,18617,3,95052,hh_4656525
7023716,18619,3,95054,hh_3008368
7025643,18624,3,95024,hh_3006541
7025644,18625,3,95026,hh_3006923
7025646,18627,3,95033,hh_2981316
7025649,18630,3,135698,hh_4995612
7026152,18631,2,95031,hh_3000253
7027395,18636,4,134849,hh_2994710
7027396,18637,4,95045,hh_3006413
7027401,18638,3,95022,hh_2626969
7027406,18640,2,95052,hh_4656725
7027408,18642,2,95053,hh_4656346
7028309,18644,2,95022,hh_2982427
7028310,18645,2,95051,hh_3007154
7032443,18650,2,95057,hh_4995629
7035990,18655,3,95032,hh_2981660
7035995,18659,3,95108,hh_2981457
7039038,18662,4,95042,hh_3007728
7040350,18663,3,95054,hh_3011022
7041012,18664,5,95024,hh_4985712
7041015,18665,3,95032,hh_2981745
7042188,18666,2,95053,hh_4657085
7042217,18667,2,134849,hh_3001412
7043821,18669,2,95024,hh_3006711
7044662,18671,3,95039,hh_2562744
7044695,18672,2,125354,hh_2566531
7044988,18679,2,95042,hh_3007653
7044989,18680,2,95019,hh_2980236
7048130,18682,3,95057,hh_3006309
7053206,18685,3,95038,hh_3001607
7053207,18686,3,95047,hh_2981606
7058750,18689,2,95024,hh_3000317
7058751,18690,3,95060,hh_2978871
7059726,18694,3,95031,hh_3001660
7062232,18695,4,95047,hh_3001399
7062240,18700,4,95043,hh_2996453
7065185,18702,3,125354,hh_5042921
7065234,18706,3,95034,hh_2980018
7073032,18709,3,95037,hh_3005521
7073033,18710,3,95033,hh_3000418
7073034,18711,4,95033,hh_3006877
7073035,18712,3,95033,hh_3007318
7073037,18714,3,95026,hh_3000808
7073051,18717,3,95043,hh_3000507
7073053,18719,3,95032,hh_3000321
7073055,18720,2,95033,hh_2981521
7073058,18723,3,95033,hh_3001558
7073066,18729,4,95045,hh_2982082
7073067,18730,3,95023,hh_2623768
7073756,18733,3,95060,hh_2979088
7073760,18737,3,95057,hh_3005348
7074859,18738,3,95033,hh_3006879
7074862,18739,3,95031,hh_3001392
7074863,18740,2,95045,hh_3000411
7075930,18741,1,95058,hh_3001219
7081685,18745,3,95038,hh_3001421
7082239,18746,1,95039,hh_3005062
7086551,18748,3,95035,hh_2627095
7087388,18749,4,135698,hh_4656885
7087708,18751,2,95054,hh_3014405
7087709,18752,1,127257,hh_3014522
7087710,18753,2,95047,hh_3007947
7087711,18754,3,95040,hh_3001975
7087713,18756,3,95032,hh_2979017
7090209,18759,3,95033,hh_3000790
7091346,18760,3,95037,hh_3007167
7091350,18763,3,95031,hh_2607366
7091361,18769,3,95057,hh_3005309
7091362,18770,2,135698,hh_2982340
7091375,18773,3,95046,hh_3007383
7091378,18775,3,95030,hh_2980758
7091380,18777,3,95038,hh_3007883
7091382,18779,3,95039,hh_2624416
7091383,18780,5,95038,hh_3000142
7091385,18782,3,95039,hh_2979110
7091386,18783,3,95046,hh_3005650
7095248,18787,3,95051,hh_2981592
7096728,18789,3,95022,hh_2982372
7096729,18790,4,95035,hh_3006105
7098554,18796,3,95054,hh_3009783
7098555,18797,3,95054,hh_2999713
7100144,18802,3,95037,hh_2985318
7100145,18803,3,95037,hh_3005430
7100148,18805,3,95031,hh_3001714
7100149,18806,3,95030,hh_2980646
7100160,18812,3,95035,hh_3005576
7100161,18813,3,95108,hh_3006205
7100163,18815,3,95037,hh_3005042
7100517,18822,3,95026,hh_3000649
7100771,18829,3,95040,hh_3000621
7101139,18831,4,135698,hh_2560482
7101141,18833,4,95044,hh_3000527
7101145,18837,3,125354,hh_4656358
7101146,18838,4,95043,hh_2574010
7101148,18840,4,95023,hh_2604650
7101150,18842,4,95037,hh_2623819
7101153,18845,3,95034,hh_2980544
7101156,18847,4,95025,hh_2565995
7101157,18848,4,135698,hh_4656209
7101162,18852,3,134849,hh_4996046
7101199,18857,3,95042,hh_3007751
7101200,18858,3,95056,hh_4656293
7101203,18860,4,95047,hh_3008607
7101211,18861,3,95043,hh_3008056
7101919,18863,4,131819,hh_3007479
7102003,18866,4,95059,hh_3008818
7102095,18867,3,95048,hh_1434846
7102098,18869,4,95048,hh_1434845
7104055,18870,3,95042,hh_3007690
7105651,18871,6,95056,hh_2603184
7106661,18872,2,95020,hh_4656028
7107825,18876,3,95056,hh_2981998
7109707,18879,3,95041,hh_2982145
7109708,18880,3,95030,hh_3000333
7109711,18883,3,95024,hh_4656531
7109713,18884,3,95060,hh_2982042
7114426,18888,4,135698,hh_2979080
7114432,18890,3,95055,hh_2979718
7114881,18891,10,95063,hh_3005926
7115043,18894,4,95021,hh_2996258
7115046,18895,3,134849,hh_3009077
7116764,18898,2,125354,hh_1434501
7117443,18899,2,95053,hh_3681063
7117574,18900,6,95058,hh_3001351
7121499,18903,2,95038,hh_3001671
7121685,18904,2,134849,hh_3000327
7121689,18908,2,95039,hh_3005082
7124718,18909,4,95058,hh_3000931
7126685,18912,11,132193,hh_3007959
7127194,18914,2,95037,hh_3007153
7127210,18915,2,95032,hh_3014711
7129731,18917,3,95035,hh_3005284
7129732,18918,3,134849,hh_3000262
7129734,18920,2,95048,hh_4657100
7131393,18923,2,95034,hh_2981157
7131395,18925,3,95022,hh_2981905
7131398,18928,3,95022,hh_2981906
7131399,18929,3,95055,hh_2979322
7131500,18933,3,95022,hh_2627167
7131501,18934,3,95020,hh_4656009
7131503,18935,2,95034,hh_2979070
7134359,18939,2,127257,hh_3008117
7140715,18941,4,134849,hh_3000970
7142890,18942,3,95053,hh_1434922
7142893,18943,3,95053,hh_4656508
7142941,18946,3,95020,hh_4656978
7142942,18947,4,95025,hh_2979277
7142943,18948,3,95025,hh_2979513
7142945,18950,3,95034,hh_2979607
7142946,18951,3,95034,hh_2979057
7142949,18954,3,95032,hh_2979002
7142952,18957,3,95041,hh_2980329
7146665,18959,7,95065,hh_3005478
7147443,18961,3,95053,hh_2980367
7147484,18964,3,95025,hh_2979731
7147485,18965,4,95034,hh_2980040
7147488,18968,3,95034,hh_2979863
7147493,18973,3,95030,hh_2980171
7147495,18974,10,95063,hh_878277
7153533,18975,3,95037,hh_3006782
7153534,18976,3,95022,hh_2982406
7153535,18977,3,95042,hh_3007723
7153536,18978,3,95043,hh_3002083
7153541,18981,4,95035,hh_3005590
7153547,18982,2,95043,hh_3001946
7155728,18987,3,95022,hh_2981830
7155729,18988,3,95042,hh_3007458
7155735,18991,3,95022,hh_2627155
7157639,18993,2,95034,hh_2979285
7157640,18994,3,135698,hh_4656752
7157641,18995,2,95021,hh_3002056
7157655,18996,2,95022,hh_2604559
7157656,18997,2,95022,hh_2982315
7158584,18998,3,95021,hh_2996231
7160470,19001,4,95020,hh_2979332
7161180,19002,3,95034,hh_4656803
7161181,19003,3,125354,hh_1434544
7161183,19004,3,95037,hh_3006738
7161184,19005,3,95021,hh_2995993
7162569,19010,3,95020,hh_4656197
7162666,19012,3,95030,hh_2980359
7163996,19013,2,95054,hh_3014134
7164931,19014,3,95060,hh_2978892
7170900,19018,8,95064,hh_2998344
7172044,19019,2,95057,hh_3006328
7172358,19020,3,95053,hh_4656122
7173387,19021,3,95039,hh_2604035
7173986,19022,3,95055,hh_2980505
7174505,19023,3,95059,hh_3011425
7175166,19024,2,95046,hh_1434514
7175180,19027,2,95056,hh_3005155
7175209,19029,3,95039,hh_2624667
7175212,19032,2,95027,hh_2979023
7177923,19036,3,95033,hh_2981507
7177924,19037,4,95056,hh_3001581
7179021,19038,3,95031,hh_4996016
7179556,19040,3,95022,hh_2597773
7183844,19042,4,95058,hh_3001564
7183845,19043,3,95059,hh_3008833
7183849,19047,4,134849,hh_3008489
7183852,19049,4,95023,hh_3005204
7183866,19050,3,95033,hh_3001534
7183867,19051,3,95023,hh_3000419
7183868,19052,4,95045,hh_2981355
7183870,19054,4,95023,hh_2604827
7183871,19055,3,95032,hh_2981362
7183872,19056,2,95037,hh_3005518
7183874,19057,4,95023,hh_4996213
7183979,19059,3,95047,hh_3000683
7183980,19060,4,95047,hh_4996100
7183981,19061,3,95047,hh_3001615
7185963,19075,3,95030,hh_2980264
7185966,19078,4,95041,hh_3014339
7185967,19079,3,95025,hh_2979865
7186061,19080,3,95051,hh_3007313
7191773,19085,6,95056,hh_1409135
7197244,19089,13,95071,hh_2604331
7201165,19091,3,95024,hh_3001002
7201166,19092,3,95033,hh_3005030
7201425,19094,2,95027,hh_2979225
7201426,19095,2,95054,hh_3008758
7201427,19096,1,95044,hh_3007946
7202168,19097,12,95064,hh_2994844
7202176,19098,3,95059,hh_3010838
7204093,19099,3,95047,hh_2995550
7204108,19100,3,95059,hh_2996909
7207669,19101,4,95058,hh_3001155
7207670,19102,3,95044,hh_3008964
7207671,19103,2,95054,hh_3014107
7207677,19106,3,95021,hh_2998434
7207678,19107,3,131819,hh_3002112
7209532,19111,2,95043,hh_3002160
7211575,19113,4,127257,hh_2982687
7215558,19119,3,135698,hh_4656716
7226298,19126,3,95022,hh_2981860
7227749,19129,2,95108,hh_3010188
7228085,19132,3,125354,hh_4656484
7228362,19135,4,127257,hh_2996525
7228375,19138,3,127257,hh_3008654
7228377,19140,3,95038,hh_3001435
7228385,19141,3,127257,hh_3009061
7230763,19142,4,127257,hh_2984691
7231042,19143,3,95044,hh_3008547
7234495,19145,3,95043,hh_3001825
7236192,19147,2,95022,hh_2979496
7237744,19149,4,95043,hh_3005345
7240775,19151,2,95053,hh_4656160
7240776,19152,3,95020,hh_4656736
7240778,19154,4,95034,hh_2980182
7240925,19155,5,95054,hh_2999713
7241599,19156,3,95032,hh_3006480
7242343,19159,3,95058,hh_3001279
7244311,19160,3,95032,hh_2981121
7244312,19161,3,95041,hh_2980679
7244599,19163,3,95056,hh_2979846
7249377,19165,3,135698,hh_2605441
7249875,19168,2,95033,hh_3006834
7249967,19173,3,127257,hh_3009768
7249968,19174,3,127257,hh_3008047
7252935,19175,4,95025,hh_2979884
7254904,19176,12,132193,hh_1453698
7256035,19178,4,95030,hh_3005046
7256037,19180,3,95052,hh_4656487
7256038,19181,4,95045,hh_3000319
7256042,19185,3,95032,hh_3000903
7256044,19186,3,95021,hh_2996091
7256045,19187,3,95030,hh_2980430
7256051,19191,3,95023,hh_2605010
7256053,19193,3,95032,hh_2981638
7256055,19195,3,95030,hh_4575633
7256056,19196,3,95030,hh_2980261
7256070,19197,3,95037,hh_3006685
7256073,19200,3,95039,hh_2982011
7259879,19205,3,95055,hh_2981668
7259889,19207,3,95055,hh_2979798
7260017,19208,4,95055,hh_4656065
7260056,19210,3,95021,hh_2995665
7260499,19214,4,95019,hh_3001543
7261201,19215,5,95043,hh_3001689
7261205,19217,3,95024,hh_3006938
7261294,19219,2,95031,hh_3007275
7269618,19225,3,131819,hh_3007476
7278814,19228,7,95064,hh_2996676
7278830,19229,2,95060,hh_2980005
7278857,19232,1,95041,hh_2982132
7281956,19235,2,95027,hh_3006533
7281957,19236,1,95033,hh_2981489
7281958,19237,2,95045,hh_2981338
7287214,19240,2,95057,hh_2633127
7289423,19241,2,127257,hh_2996128
7294780,19247,3,95037,hh_3006684
7295357,19248,2,134849,hh_3006974
7301020,19251,4,95045,hh_2981446
7301021,19252,4,95033,hh_3001577
7301023,19254,4,95044,hh_3008571
7306497,19257,3,95043,hh_2606831
7307898,19258,2,95040,hh_4996092
7309476,19259,3,95022,hh_2981900
7312186,19261,3,95052,hh_4656543
7312398,19264,2,95032,hh_2981261
7312399,19265,2,95023,hh_3005222
7315087,19266,2,95045,hh_2981385
7315913,19272,2,95024,hh_3006862
7321208,19274,2,95057,hh_3007332
7322690,19278,4,134849,hh_3009536
7327035,19279,12,95062,hh_2987988
7328212,19280,4,134849,hh_3001943
7333589,19284,3,95054,hh_3010594
7334593,19285,3,95022,hh_2982368
7334594,19286,3,95042,hh_3007620
7334602,19288,2,95053,hh_4656145
7334603,19289,3,95022,hh_2979133
7334617,19291,2,95020,hh_2605521
7334995,19296,4,95054,hh_3008895
7335043,19297,3,95026,hh_1434541
7335045,19298,3,95033,hh_3006849
7335046,19299,3,95033,hh_3000454
